0.0,-2.93
0.02,10.6
0.04,42.46
0.06,82.53
0.08,99.72
0.1,104.62
0.12,82.56
0.14,69.94
0.16,64.96
0.18,63.39
0.2,59.84
0.22,55.21
0.24,49.74
0.26,45.49
0.28,42.08
0.3,38.38
0.32,34.64
0.34,30.46
0.36,25.62
0.38,20.99
0.4,15.43
0.42,11.35
0.44,7.86
0.46,3.75
0.48,2.47
0.5,0.63
0.52,0.91
0.54,0.44
0.56,0.86
0.58,2.53
0.6,5.96
0.62,8.71
0.64,11.29
0.66,10.53
0.68,9.42
0.7,8.89
0.72,6.82
0.74,-16.37
0.76,-102.87
0.78,-104.24
0.8,-66.38
0.82,-40.08
0.84,-34.44
0.86,-37.39
0.88,-37.6
0.9,-35.28
0.92,-32.49
0.94,-28.48
0.96,-26.92
0.98,-25.17
1.0,-24.29
1.02,-22.79
1.04,-20.63
1.06,-17.95
1.08,-17.36
1.1,-15.19
1.12,-14.33
1.14,-13.38
1.16,-12.02
1.18,-11.75
1.2,-10.59
1.22,-10.96
1.24,-10.3
1.26,-9.8
1.28,-10.2
1.3,-8.95
1.32,-8.92
1.34,-8.62
1.36,-7.98
1.38,-8.21
1.4,-7.97
1.42,-7.99
1.44,-8.34
1.46,-9.06
1.48,-9.66
1.5,-9.1
1.52,-8.75
1.54,-8.71
1.56,-8.08
1.58,-9.17
1.6,-8.56
1.62,-8.39
1.64,-9.0
1.66,-8.51
1.68,-10.0
1.7,-9.57
1.72,-10.38
1.74,-10.82
1.76,-10.11
1.78,-10.92
1.8,-10.11
1.82,-8.68
1.84,-7.87
1.86,-8.0
1.88,-7.81
1.9,-6.81
1.92,-5.71
1.94,-4.56
1.96,-2.74
1.98,0.32
2.0,2.5
2.02,11.03
2.04,44.41
2.06,86.01
2.08,105.85
2.1,104.9
2.12,87.67
2.14,68.51
2.16,64.83
2.18,61.67
2.2,56.94
2.22,50.96
2.24,45.15
2.26,40.31
2.28,35.43
2.3,30.46
2.32,26.0
2.34,20.54
2.36,17.31
2.38,14.77
